"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia","ECS","2004","7.923","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia","ECS","2003","8.122","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia","ECS","2002","8.261","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia","ECS","2001","8.145","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia","ECS","2000","8.463","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2019","3.866","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2018","3.959","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2017","3.883","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2016","4.308","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2015","4.399","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2014","4.555","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2013","4.605","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2012","4.722","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2011","4.819","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2010","4.875","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2009","5.068","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2008","5.353","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2007","5.421","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2006","5.559","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2005","5.712","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2004","5.737","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2003","5.818","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2002","5.965","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2001","5.999","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (excluding high income)","ECA","2000","6.256","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2019","5.533","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2018","5.783","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2017","5.885","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2016","6.327","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2015","6.562","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2014","6.783","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2013","6.789","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2012","6.997","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2011","7.157","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2010","7.495","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2009","7.663","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2008","7.940","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2007","8.075","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2006","8.393","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2005","8.946","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2004","8.966","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2003","9.200","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2002","9.408","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2001","9.293","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Europe & Central Asia (IDA & IBRD)","TEC","2000","9.611","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2019","5.625","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2018","5.785","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2017","5.866","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2016","5.757","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2015","6.160","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2014","6.196","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2013","6.377","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2012","6.261","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2011","6.140","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2010","6.253","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2009","6.254","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2008","6.287","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2007","6.217","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2006","6.422","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2005","6.746","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2004","6.844","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2003","7.051","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2002","7.187","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2001","7.008","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","European Union","EUU","2000","7.378","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2019","3.048","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2018","3.077","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2017","3.068","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2016","3.167","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2015","3.236","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2014","3.376","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2013","3.452","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2012","3.536","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2011","3.660","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2010","3.818","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2009","3.991","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2008","4.064","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2007","4.083","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2006","4.125","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2005","4.188","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2004","4.256","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2003","4.297","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2002","4.395","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2001","4.507","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Fragile and conflict affected situations","FCS","2000","4.664","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2019","3.119","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2018","3.121","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2017","3.153","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2016","3.237","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2015","3.303","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2014","3.380","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2013","3.508","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2012","3.654","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2011","3.844","female"
"Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","Heavily indebted poor countries (HIPC)","HPC","2010","3.966","female"
